request_id,date,process_time,closed_date,description,category,status,referred_to,location
386732.0,2024-06-09 16:50:17,0 days 00:34:00,2024-06-09 17:24:17,Recycling - Missed Pickup,RECYCLING,CLOSED,,"{'latitude': '37.83637787317218', 'longitude': '-122.20197922379316', 'human_address': '{""address"": ""6924 SNAKE RD"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
393408.0,2024-06-09 05:11:06,0 days 00:03:00,2024-06-09 05:14:06,Street Light - Outage/Damaged,ELECTRICAL,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""DELAWARE ST & LAUREL AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
312588.0,2024-06-09 17:39:49,0 days 01:00:00,2024-06-09 18:39:49,"Illegal Dumping - debris, appliances, etc.",ILLDUMP,CLOSED,,"{'latitude': '37.81144866651999', 'longitude': '-122.27135292513339', 'human_address': '{""address"": ""588 22ND ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
341765.0,2024-06-09 20:55:39,0 days 00:40:00,2024-06-09 21:35:39,Storm Inlet Grate - Damaged/Missing,DRAINAGE,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""7TH ST & MARITIME ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
409533.0,2024-06-09 06:01:15,0 days 00:03:00,2024-06-09 06:04:15,Litter - In Public Right of Way,ILLDUMP,CLOSED,,"{'latitude': '37.78271532768383', 'longitude': '-122.23055068466402', 'human_address': '{""address"": ""2633 E 16TH ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
428592.0,2024-06-09 17:14:24,0 days 00:03:00,2024-06-09 17:17:24,Graffiti on Private Property,GRAFFITI,CLOSED,"CODE ENFORCEMENT,","{'latitude': '37.80744968510111', 'longitude': '-122.2790559597015', 'human_address': '{""address"": ""750 14TH ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
317680.0,2024-06-09 21:05:22,0 days 00:56:00,2024-06-09 22:01:22,"Illegal Dumping - debris, appliances, etc.",ILLDUMP,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""14TH AV & MACARTHURN BL"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
394688.0,2024-06-09 06:26:48,0 days 00:25:00,2024-06-09 06:51:48,Traffic Signal - Outage/Damaged,ELECTRICAL,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""MARITIME ST & 7TH ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
334167.0,2024-06-09 10:04:01,0 days 00:43:00,,Streets - Potholes/Depression,STREETSW,CANCEL,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""BROADWAY & 41ST ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
354203.0,2024-06-09 07:40:59,0 days 00:58:00,2024-06-09 08:38:59,Street Light - Outage/Damaged,ELECTRICAL,CLOSED,,"{'latitude': '37.77212224306223', 'longitude': '-122.22700750821066', 'human_address': '{""address"": ""3330 ELMWOOD AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
355827.0,2024-06-09 21:14:18,0 days 00:44:00,2024-06-09 21:58:18,Miscellaneous,OTHER,CLOSED,,"{'latitude': '37.799199900480914', 'longitude': '-122.25842067435201', 'human_address': '{""address"": ""1200 LAKESHORE AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
360942.0,2024-06-09 09:14:06,0 days 00:06:00,2024-06-09 09:20:06,"Illegal Dumping - debris, appliances, etc.",ILLDUMP,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""JEFFERSON & 15TH STREET"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
326046.0,2024-06-09 06:13:16,0 days 00:26:00,2024-06-09 06:39:16,Graffiti on Private Property,GRAFFITI,CLOSED,,"{'latitude': '37.7691715379226', 'longitude': '-122.21242934577361', 'human_address': '{""address"": ""4700 E 12TH ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
435356.0,2024-06-09 05:52:07,0 days 00:08:00,,Graffiti on Private Property,GRAFFITI,WOCREATE,"CODE ENFORCEMENT,","{'latitude': '37.78158218192692', 'longitude': '-122.21894943048608', 'human_address': '{""address"": ""3525 FOOTHILL BLVD"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
339366.0,2024-06-09 04:24:20,0 days 00:55:00,2024-06-09 05:19:20,Street Light - Outage/Damaged,ELECTRICAL,CLOSED,,"{'latitude': '37.77398291077935', 'longitude': '-122.23239429482408', 'human_address': '{""address"": ""2908 E 7TH ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
407820.0,2024-06-09 23:31:19,0 days 00:53:00,,Streets/Sidewalks - Curb & Gutter Repair,STREETSW,OPEN,,"{'latitude': '37.81762700886128', 'longitude': '-122.24104577274596', 'human_address': '{""address"": ""547 CROFTON AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
341813.0,2024-06-09 01:19:52,0 days 00:22:00,2024-06-09 01:41:52,Oakland Police - Abandoned Auto,OTHER,CLOSED,,"{'latitude': '37.83969637146032', 'longitude': '-122.26709013871448', 'human_address': '{""address"": ""5420 DOVER ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
398824.0,2024-06-09 19:00:45,0 days 00:14:00,2024-06-09 19:14:45,Graffiti on Private Property,GRAFFITI,CLOSED,,"{'latitude': '37.81658379530728', 'longitude': '-122.25946388790601', 'human_address': '{""address"": ""231 29TH ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
324170.0,2024-06-09 07:22:52,0 days 00:24:00,2024-06-09 07:46:52,"Illegal Dumping - debris, appliances, etc.",ILLDUMP,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""28TH AV & E 16TH ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
416438.0,2024-06-09 03:45:32,0 days 00:11:00,2024-06-09 03:56:32,Litter - In Public Right of Way,ILLDUMP,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""26TH ST & MANDELA PKWY"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
413983.0,2024-06-09 08:12:10,0 days 00:46:00,2024-06-09 08:58:10,Graffiti on Private Property,GRAFFITI,CLOSED,,"{'latitude': '37.83164743929808', 'longitude': '-122.27370015562985', 'human_address': '{""address"": ""4101 MARKET ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
326724.0,2024-06-09 01:29:31,0 days 00:22:00,2024-06-09 01:51:31,Board Up,DRAINAGE,CLOSED,,"{'latitude': '37.808956008141934', 'longitude': '-122.25604075820257', 'human_address': '{""address"": ""458 PERKINS ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
404454.0,2024-06-09 19:18:39,0 days 00:22:00,2024-06-09 19:40:39,Litter - In Public Right of Way,ILLDUMP,CLOSED,,"{'latitude': '37.787832470030594', 'longitude': '-122.21013607459889', 'human_address': '{""address"": ""3502 BROOKDALE AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
389367.0,2024-06-09 06:25:42,0 days 00:15:00,2024-06-09 06:40:42,Tree - Limb Down,TREES,CLOSED,,"{'latitude': '37.75342717045477', 'longitude': '-122.17894301147962', 'human_address': '{""address"": ""1328 84TH AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
413697.0,2024-06-09 22:55:14,0 days 00:54:00,2024-06-09 23:49:14,Traffic Signal - Outage/Damaged,ELECTRICAL,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""8TH ST & JACKSON ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
398644.0,2024-06-09 11:33:21,0 days 00:50:00,,Streets/Sidewalks - Cross-Culvert Repair,STREETSW,OPEN,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""55th Ave & Fairfax Ave"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
324430.0,2024-06-09 02:22:28,0 days 00:12:00,2024-06-09 02:34:28,Code Enforcement,OTHER,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""HERBERT GUICE WAY & 70TH AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
310575.0,2024-06-09 03:47:58,0 days 00:22:00,2024-06-09 04:09:58,"Illegal Dumping - debris, appliances, etc.",ILLDUMP,CLOSED,,"{'latitude': '37.84526657683168', 'longitude': '-122.27726227895715', 'human_address': '{""address"": ""950 61ST ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
339731.0,2024-06-09 08:08:27,0 days 00:31:00,2024-06-09 08:39:27,"Illegal Dumping - debris, appliances, etc.",ILLDUMP,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""BROCKHURST ST & MARTIN LUTHER KING JR WAY"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
427132.0,2024-06-09 21:09:23,0 days 00:18:00,2024-06-09 21:27:23,Vegetation Management,FIRE,CLOSED,,"{'latitude': '37.80281517503869', 'longitude': '-122.18196930864121', 'human_address': '{""address"": ""3636 BRUNELL DR"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
352599.0,2024-06-09 00:54:55,0 days 00:45:00,2024-06-09 01:39:55,"Illegal Dumping - debris, appliances, etc.",ILLDUMP,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""E 23RD ST & 27TH AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
326813.0,2024-06-09 22:59:20,0 days 00:20:00,2024-06-09 23:19:20,Streets - Potholes/Depression,STREETSW,CLOSED,,"{'latitude': '37.8493013208534', 'longitude': '-122.28361958944915', 'human_address': '{""address"": ""1060 66TH ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
437769.0,2024-06-09 04:58:50,0 days 00:52:00,2024-06-09 05:50:50,Inspections - Construction Obstructing ROW,ROW,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""78TH AV & LOCKWOOD ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
409399.0,2024-06-09 20:08:01,0 days 00:51:00,2024-06-09 20:59:01,Litter - In Public Right of Way,ILLDUMP,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""94TH AV & INTERNATIONAL BLVD"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
386609.0,2024-06-09 11:32:43,0 days 00:17:00,2024-06-09 11:49:43,"Illegal Dumping - debris, appliances, etc.",ILLDUMP,CLOSED,,"{'latitude': '37.767787695761776', 'longitude': '-122.2063040988509', 'human_address': '{""address"": ""1372 53RD AVE"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
436940.0,2024-06-09 06:41:51,0 days 00:58:00,2024-06-09 07:39:51,"Illegal Dumping - debris, appliances, etc.",ILLDUMP,CLOSED,,"{'latitude': '37.82818031788431', 'longitude': '-122.25876834624736', 'human_address': '{""address"": ""373 40TH ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
373047.0,2024-06-09 14:59:06,0 days 00:50:00,2024-06-09 15:49:06,City Bldg - Key / Lock Management,BLDGMAINT,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""CITY HALL"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
344797.0,2024-06-09 22:44:33,0 days 00:28:00,2024-06-09 23:12:33,Electrical - Inside/Outside Facility,BLDGMAINT,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""FIRE STATION 13"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
374284.0,2024-06-09 05:25:02,0 days 00:44:00,2024-06-09 06:09:02,Litter - In Public Right of Way,ILLDUMP,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""LINCOLN & MACARTHUR"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
426470.0,2024-06-09 18:33:11,0 days 00:50:00,,Graffiti in a Park,BLDGMAINT,WOCREATE,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""MONTCLAIR PARK"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
382354.0,2024-06-09 13:36:09,0 days 00:39:00,,Litter - In Public Right of Way,ILLDUMP,CANCEL,,"{'latitude': '37.77569611924517', 'longitude': '-122.21458322203378', 'human_address': '{""address"": ""41ST ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
442253.0,2024-06-09 10:11:08,0 days 00:44:00,,Streets - Potholes/Depression,STREETSW,OPEN,,"{'latitude': '37.831242744384895', 'longitude': '-122.21495644067596', 'human_address': '{""address"": ""6100 MORAGA AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
428314.0,2024-06-09 05:06:10,0 days 00:25:00,,Litter in Parks,PARKS,OPEN,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""LION CREEK PARK AKA COLISEUM GARDENS"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
330901.0,2024-06-09 17:04:04,0 days 00:21:00,2024-06-09 17:25:04,"Illegal Dumping - debris, appliances, etc.",ILLDUMP,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""61ST AV & INTERNATIONAL BLVD"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
372759.0,2024-06-09 08:52:14,0 days 00:42:00,2024-06-09 09:34:14,Code Enforcement,OTHER,CLOSED,,"{'latitude': '37.78463088360627', 'longitude': '-122.20789676274597', 'human_address': '{""address"": ""3815 NEVIL ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
432813.0,2024-06-09 19:07:00,0 days 00:44:00,,Animal and Insect Control,OTHER,REFERRED,"OPD ANIMAL SERVICES,","{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""WEST ST & APGAR ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
378889.0,2024-06-09 16:13:51,0 days 00:49:00,,Streets - Potholes/Depression,STREETSW,CANCEL,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""E 12TH ST & 36TH AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
339199.0,2024-06-09 16:52:48,0 days 00:09:00,2024-06-09 17:01:48,Street Light - Outage/Damaged,ELECTRICAL,CLOSED,,"{'latitude': '37.73025787371478', 'longitude': '-122.17642948494074', 'human_address': '{""address"": ""622 COLORADOS DR"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
337406.0,2024-06-09 08:30:49,0 days 00:45:00,,Weed Abatement - Public Right of Way,CUT_CLEAN,CANCEL,,"{'latitude': '37.75503419562199', 'longitude': '-122.18819261708398', 'human_address': '{""address"": ""1100 77TH AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
342477.0,2024-06-09 13:34:07,0 days 00:05:00,2024-06-09 13:39:07,Irrigation - In Parks and Street Medians,PARKS,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""SAN ANTONIO PARK"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
419974.0,2024-06-09 05:41:07,0 days 00:48:00,,Parks and Street Medians - Irrigation,PARKS,OPEN,,"{'latitude': '37.80542888200802', 'longitude': '-122.28033593819181', 'human_address': '{""address"": ""792 11TH ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
353923.0,2024-06-09 11:48:46,0 days 00:22:00,,Illegal Dumping – mattress/boxspring,ILLDUMP,CANCEL,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""AILEEN ST & LOWELL ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
346102.0,2024-06-09 02:13:25,0 days 00:29:00,2024-06-09 02:42:25,Animal and Insect Control,OTHER,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""E 21ST ST & 20TH AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
441857.0,2024-06-09 04:26:24,0 days 00:25:00,,City Bldg - Plumbing,BLDGMAINT,WOCREATE,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""ERNIE RAIMONDI PARK"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
355968.0,2024-06-09 00:21:53,0 days 00:06:00,2024-06-09 00:27:53,"Illegal Dumping - debris, appliances, etc.",ILLDUMP,CLOSED,,"{'latitude': '37.82028900206802', 'longitude': '-122.28344880642743', 'human_address': '{""address"": ""2725 MAGNOLIA ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
375738.0,2024-06-09 13:06:40,0 days 00:05:00,2024-06-09 13:11:40,Street Light - Outage/Damaged,ELECTRICAL,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""REDWOOD RD & JORDAN RD"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
312102.0,2024-06-09 21:59:27,0 days 00:08:00,2024-06-09 22:07:27,Traffic Signal - Outage/Damaged,ELECTRICAL,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""FRUITVALE AV & FOOTHILL BLVD"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
325285.0,2024-06-09 05:07:00,0 days 00:56:00,2024-06-09 06:03:00,Litter - Litter Enforcement Officer inspection,ILLDUMP,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""CONGRESS & FOOTHILL"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
439084.0,2024-06-09 06:43:05,0 days 00:43:00,,"Illegal Dumping - debris, appliances, etc.",ILLDUMP,CANCEL,,"{'latitude': '37.784649158296425', 'longitude': '-122.24064617461957', 'human_address': '{""address"": ""2025 E 12TH ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
390512.0,2024-06-09 12:44:40,0 days 00:29:00,2024-06-09 13:13:40,Pedestrian Signal - Broken/Damaged,ELECTRICAL,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""HARRISON ST & 11TH ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
427733.0,2024-06-09 18:10:21,0 days 00:29:00,,Miscellaneous,OTHER,CANCEL,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""Oakland Coliseum"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
309629.0,2024-06-09 07:44:06,0 days 00:32:00,2024-06-09 08:16:06,Litter - Litter Enforcement Officer inspection,ILLDUMP,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""74TH AV & HOLLY ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
337262.0,2024-06-09 21:20:26,0 days 00:45:00,2024-06-09 22:05:26,"Illegal Dumping - debris, appliances, etc.",ILLDUMP,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""blenheim st & pearmain st"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
418423.0,2024-06-09 02:43:55,0 days 00:09:00,,Sidewalk - Damage,ROW,OPEN,,"{'latitude': '37.850074547678446', 'longitude': '-122.25051563371449', 'human_address': '{""address"": ""6201 AUBURN AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
397799.0,2024-06-09 17:00:43,0 days 00:41:00,2024-06-09 17:41:43,Street Light - Outage/Damaged,ELECTRICAL,CLOSED,,"{'latitude': '37.83985824942556', 'longitude': '-122.21898540336724', 'human_address': '{""address"": ""6969 BROADWAY TER"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
354811.0,2024-06-09 06:14:23,0 days 00:27:00,2024-06-09 06:41:23,Streets/Sidewalks - Unsafe Condition,ROW,CLOSED,,"{'latitude': '37.77329942603711', 'longitude': '-122.18938871538296', 'human_address': '{""address"": ""5814 MORSE DR"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
349881.0,2024-06-09 15:10:48,0 days 00:18:00,2024-06-09 15:28:48,"Illegal Dumping - debris, appliances, etc.",ILLDUMP,CLOSED,,"{'latitude': '37.80505999961946', 'longitude': '-122.27301999967312', 'human_address': '{""address"": ""9TH AVE & E. 8TH ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
399919.0,2024-06-09 04:53:37,0 days 00:44:00,2024-06-09 05:37:37,Inspections - Utility Wires,ROW,CLOSED,,"{'latitude': '37.82512735458562', 'longitude': '-122.27720751154413', 'human_address': '{""address"": ""984 34TH ST"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
322449.0,2024-06-09 17:37:42,0 days 00:05:00,2024-06-09 17:42:42,Litter - Street Litter Container,ILLDUMP,CLOSED,,"{'latitude': '37.78347075818846', 'longitude': '-122.19881361025', 'human_address': '{""address"": ""4400 VIRGINIA AV"", ""city"": ""Oakland"", ""state"": ""CA"", ""zip"": """"}'}"
